filename,world_name,character_name,character2_name,character_texture,character2_texture,character_pos,character2_pos
0001634.png,Desert,DeerStag,Lion,Blue,Brown,,
0001635.png,Desert,DeerStag,Lion,Blue,Purple,,
0001636.png,Desert,DeerStag,Lion,Blue,Cyan,,
0001637.png,Desert,DeerStag,Lion,Blue,Gray,,
0001638.png,Desert,DeerStag,Lion,Green,Red,,
0001639.png,Desert,DeerStag,Lion,Green,Blue,,
0001640.png,Desert,DeerStag,Lion,Green,Yellow,,
0001641.png,Desert,DeerStag,Lion,Green,Brown,,
0001642.png,Desert,DeerStag,Lion,Green,Purple,,
0001643.png,Desert,DeerStag,Lion,Green,Cyan,,
0001644.png,Desert,DeerStag,Lion,Green,Gray,,
0001645.png,Desert,DeerStag,Lion,Yellow,Red,,
0001646.png,Desert,DeerStag,Lion,Yellow,Blue,,
0001647.png,Desert,DeerStag,Lion,Yellow,Green,,
0001648.png,Desert,DeerStag,Lion,Yellow,Brown,,
0001649.png,Desert,DeerStag,Lion,Yellow,Purple,,
0001650.png,Desert,DeerStag,Lion,Yellow,Cyan,,
0001651.png,Desert,DeerStag,Lion,Yellow,Gray,,
0001652.png,Desert,DeerStag,Lion,Brown,Red,,
0001653.png,Desert,DeerStag,Lion,Brown,Blue,,
0001654.png,Desert,DeerStag,Lion,Brown,Green,,
0001655.png,Desert,DeerStag,Lion,Brown,Yellow,,
0001656.png,Desert,DeerStag,Lion,Brown,Purple,,
0001657.png,Desert,DeerStag,Lion,Brown,Cyan,,
0001658.png,Desert,DeerStag,Lion,Brown,Gray,,
0001659.png,Desert,DeerStag,Lion,Purple,Red,,
0001660.png,Desert,DeerStag,Lion,Purple,Blue,,
0001661.png,Desert,DeerStag,Lion,Purple,Green,,
0001662.png,Desert,DeerStag,Lion,Purple,Yellow,,
0001663.png,Desert,DeerStag,Lion,Purple,Brown,,
0001664.png,Desert,DeerStag,Lion,Purple,Cyan,,
0001665.png,Desert,DeerStag,Lion,Purple,Gray,,
0001666.png,Desert,DeerStag,Lion,Cyan,Red,,
0001667.png,Desert,DeerStag,Lion,Cyan,Blue,,
0001668.png,Desert,DeerStag,Lion,Cyan,Green,,
0001669.png,Desert,DeerStag,Lion,Cyan,Yellow,,
0001670.png,Desert,DeerStag,Lion,Cyan,Brown,,
0001671.png,Desert,DeerStag,Lion,Cyan,Purple,,
0001672.png,Desert,DeerStag,Lion,Cyan,Gray,,
0001673.png,Desert,DeerStag,Lion,Gray,Red,,
0001674.png,Desert,DeerStag,Lion,Gray,Blue,,
0001675.png,Desert,DeerStag,Lion,Gray,Green,,
0001676.png,Desert,DeerStag,Lion,Gray,Yellow,,
0001677.png,Desert,DeerStag,Lion,Gray,Brown,,
0001678.png,Desert,DeerStag,Lion,Gray,Purple,,
0001679.png,Desert,DeerStag,Lion,Gray,Cyan,,
0001680.png,Desert,DeerStag,Lioness,Red,Blue,,
0001681.png,Desert,DeerStag,Lioness,Red,Green,,
0001682.png,Desert,DeerStag,Lioness,Red,Yellow,,
0001683.png,Desert,DeerStag,Lioness,Red,Brown,,
0001684.png,Desert,DeerStag,Lioness,Red,Purple,,
0001685.png,Desert,DeerStag,Lioness,Red,Cyan,,
0001686.png,Desert,DeerStag,Lioness,Red,Gray,,
0001687.png,Desert,DeerStag,Lioness,Blue,Red,,
0001688.png,Desert,DeerStag,Lioness,Blue,Green,,
0001689.png,Desert,DeerStag,Lioness,Blue,Yellow,,
0001690.png,Desert,DeerStag,Lioness,Blue,Brown,,
0001691.png,Desert,DeerStag,Lioness,Blue,Purple,,
0001692.png,Desert,DeerStag,Lioness,Blue,Cyan,,
0001693.png,Desert,DeerStag,Lioness,Blue,Gray,,
0001694.png,Desert,DeerStag,Lioness,Green,Red,,
0001695.png,Desert,DeerStag,Lioness,Green,Blue,,
0001696.png,Desert,DeerStag,Lioness,Green,Yellow,,
0001697.png,Desert,DeerStag,Lioness,Green,Brown,,
0001698.png,Desert,DeerStag,Lioness,Green,Purple,,
0001699.png,Desert,DeerStag,Lioness,Green,Cyan,,
0001700.png,Desert,DeerStag,Lioness,Green,Gray,,
0001701.png,Desert,DeerStag,Lioness,Yellow,Red,,
0001702.png,Desert,DeerStag,Lioness,Yellow,Blue,,
0001703.png,Desert,DeerStag,Lioness,Yellow,Green,,
0001704.png,Desert,DeerStag,Lioness,Yellow,Brown,,
0001705.png,Desert,DeerStag,Lioness,Yellow,Purple,,
0001706.png,Desert,DeerStag,Lioness,Yellow,Cyan,,
0001707.png,Desert,DeerStag,Lioness,Yellow,Gray,,
0001708.png,Desert,DeerStag,Lioness,Brown,Red,,
0001709.png,Desert,DeerStag,Lioness,Brown,Blue,,
0001710.png,Desert,DeerStag,Lioness,Brown,Green,,
0001711.png,Desert,DeerStag,Lioness,Brown,Yellow,,
0001712.png,Desert,DeerStag,Lioness,Brown,Purple,,
0001713.png,Desert,DeerStag,Lioness,Brown,Cyan,,
0001714.png,Desert,DeerStag,Lioness,Brown,Gray,,
0001715.png,Desert,DeerStag,Lioness,Purple,Red,,
0001716.png,Desert,DeerStag,Lioness,Purple,Blue,,
0001717.png,Desert,DeerStag,Lioness,Purple,Green,,
0001718.png,Desert,DeerStag,Lioness,Purple,Yellow,,
0001719.png,Desert,DeerStag,Lioness,Purple,Brown,,
0001720.png,Desert,DeerStag,Lioness,Purple,Cyan,,
0001721.png,Desert,DeerStag,Lioness,Purple,Gray,,
0001722.png,Desert,DeerStag,Lioness,Cyan,Red,,
0001723.png,Desert,DeerStag,Lioness,Cyan,Blue,,
0001724.png,Desert,DeerStag,Lioness,Cyan,Green,,
0001725.png,Desert,DeerStag,Lioness,Cyan,Yellow,,
0001726.png,Desert,DeerStag,Lioness,Cyan,Brown,,
0001727.png,Desert,DeerStag,Lioness,Cyan,Purple,,
0001728.png,Desert,DeerStag,Lioness,Cyan,Gray,,
0001729.png,Desert,DeerStag,Lioness,Gray,Red,,
0001730.png,Desert,DeerStag,Lioness,Gray,Blue,,
0001731.png,Desert,DeerStag,Lioness,Gray,Green,,
0001732.png,Desert,DeerStag,Lioness,Gray,Yellow,,
0001733.png,Desert,DeerStag,Lioness,Gray,Brown,,
0001734.png,Desert,DeerStag,Lioness,Gray,Purple,,
0001735.png,Desert,DeerStag,Lioness,Gray,Cyan,,
0001736.png,Desert,DeerStag,Rhinoceros,Red,Blue,,
0001737.png,Desert,DeerStag,Rhinoceros,Red,Green,,
0001738.png,Desert,DeerStag,Rhinoceros,Red,Yellow,,
0001739.png,Desert,DeerStag,Rhinoceros,Red,Brown,,
0001740.png,Desert,DeerStag,Rhinoceros,Red,Purple,,
0001741.png,Desert,DeerStag,Rhinoceros,Red,Cyan,,
0001742.png,Desert,DeerStag,Rhinoceros,Red,Gray,,
0001743.png,Desert,DeerStag,Rhinoceros,Blue,Red,,
0001744.png,Desert,DeerStag,Rhinoceros,Blue,Green,,
0001745.png,Desert,DeerStag,Rhinoceros,Blue,Yellow,,
0001746.png,Desert,DeerStag,Rhinoceros,Blue,Brown,,
0001747.png,Desert,DeerStag,Rhinoceros,Blue,Purple,,
0001748.png,Desert,DeerStag,Rhinoceros,Blue,Cyan,,
0001749.png,Desert,DeerStag,Rhinoceros,Blue,Gray,,
0001750.png,Desert,DeerStag,Rhinoceros,Green,Red,,
0001751.png,Desert,DeerStag,Rhinoceros,Green,Blue,,
0001752.png,Desert,DeerStag,Rhinoceros,Green,Yellow,,
0001753.png,Desert,DeerStag,Rhinoceros,Green,Brown,,
0001754.png,Desert,DeerStag,Rhinoceros,Green,Purple,,
0001755.png,Desert,DeerStag,Rhinoceros,Green,Cyan,,
0001756.png,Desert,DeerStag,Rhinoceros,Green,Gray,,
0001757.png,Desert,DeerStag,Rhinoceros,Yellow,Red,,
0001758.png,Desert,DeerStag,Rhinoceros,Yellow,Blue,,
0001759.png,Desert,DeerStag,Rhinoceros,Yellow,Green,,
0001760.png,Desert,DeerStag,Rhinoceros,Yellow,Brown,,
0001761.png,Desert,DeerStag,Rhinoceros,Yellow,Purple,,
0001762.png,Desert,DeerStag,Rhinoceros,Yellow,Cyan,,
0001763.png,Desert,DeerStag,Rhinoceros,Yellow,Gray,,
0001764.png,Desert,DeerStag,Rhinoceros,Brown,Red,,
0001765.png,Desert,DeerStag,Rhinoceros,Brown,Blue,,
0001766.png,Desert,DeerStag,Rhinoceros,Brown,Green,,
0001767.png,Desert,DeerStag,Rhinoceros,Brown,Yellow,,
0001768.png,Desert,DeerStag,Rhinoceros,Brown,Purple,,
0001769.png,Desert,DeerStag,Rhinoceros,Brown,Cyan,,
0001770.png,Desert,DeerStag,Rhinoceros,Brown,Gray,,
0001771.png,Desert,DeerStag,Rhinoceros,Purple,Red,,
0001772.png,Desert,DeerStag,Rhinoceros,Purple,Blue,,
0001773.png,Desert,DeerStag,Rhinoceros,Purple,Green,,
0001774.png,Desert,DeerStag,Rhinoceros,Purple,Yellow,,
0001775.png,Desert,DeerStag,Rhinoceros,Purple,Brown,,
0001776.png,Desert,DeerStag,Rhinoceros,Purple,Cyan,,
0001777.png,Desert,DeerStag,Rhinoceros,Purple,Gray,,
0001778.png,Desert,DeerStag,Rhinoceros,Cyan,Red,,
0001779.png,Desert,DeerStag,Rhinoceros,Cyan,Blue,,
0001780.png,Desert,DeerStag,Rhinoceros,Cyan,Green,,
0001781.png,Desert,DeerStag,Rhinoceros,Cyan,Yellow,,
0001782.png,Desert,DeerStag,Rhinoceros,Cyan,Brown,,
0001783.png,Desert,DeerStag,Rhinoceros,Cyan,Purple,,
0001784.png,Desert,DeerStag,Rhinoceros,Cyan,Gray,,
0001785.png,Desert,DeerStag,Rhinoceros,Gray,Red,,
0001786.png,Desert,DeerStag,Rhinoceros,Gray,Blue,,
0001787.png,Desert,DeerStag,Rhinoceros,Gray,Green,,
0001788.png,Desert,DeerStag,Rhinoceros,Gray,Yellow,,
0001789.png,Desert,DeerStag,Rhinoceros,Gray,Brown,,
0001790.png,Desert,DeerStag,Rhinoceros,Gray,Purple,,
0001791.png,Desert,DeerStag,Rhinoceros,Gray,Cyan,,
0001792.png,Desert,DeerStag,Zebra,Red,Blue,,
0001793.png,Desert,DeerStag,Zebra,Red,Green,,
0001794.png,Desert,DeerStag,Zebra,Red,Yellow,,
0001795.png,Desert,DeerStag,Zebra,Red,Brown,,
0001796.png,Desert,DeerStag,Zebra,Red,Purple,,
0001797.png,Desert,DeerStag,Zebra,Red,Cyan,,
0001798.png,Desert,DeerStag,Zebra,Red,Gray,,
0001799.png,Desert,DeerStag,Zebra,Blue,Red,,
0001800.png,Desert,DeerStag,Zebra,Blue,Green,,
0001801.png,Desert,DeerStag,Zebra,Blue,Yellow,,
0001802.png,Desert,DeerStag,Zebra,Blue,Brown,,
0001803.png,Desert,DeerStag,Zebra,Blue,Purple,,
0001804.png,Desert,DeerStag,Zebra,Blue,Cyan,,
0001805.png,Desert,DeerStag,Zebra,Blue,Gray,,
0001806.png,Desert,DeerStag,Zebra,Green,Red,,
0001807.png,Desert,DeerStag,Zebra,Green,Blue,,
0001808.png,Desert,DeerStag,Zebra,Green,Yellow,,
0001809.png,Desert,DeerStag,Zebra,Green,Brown,,
0001810.png,Desert,DeerStag,Zebra,Green,Purple,,
0001811.png,Desert,DeerStag,Zebra,Green,Cyan,,
0001812.png,Desert,DeerStag,Zebra,Green,Gray,,
0001813.png,Desert,DeerStag,Zebra,Yellow,Red,,
0001814.png,Desert,DeerStag,Zebra,Yellow,Blue,,
0001815.png,Desert,DeerStag,Zebra,Yellow,Green,,
0001816.png,Desert,DeerStag,Zebra,Yellow,Brown,,
0001817.png,Desert,DeerStag,Zebra,Yellow,Purple,,
0001818.png,Desert,DeerStag,Zebra,Yellow,Cyan,,
0001819.png,Desert,DeerStag,Zebra,Yellow,Gray,,
0001820.png,Desert,DeerStag,Zebra,Brown,Red,,
0001821.png,Desert,DeerStag,Zebra,Brown,Blue,,
0001822.png,Desert,DeerStag,Zebra,Brown,Green,,
0001823.png,Desert,DeerStag,Zebra,Brown,Yellow,,
0001824.png,Desert,DeerStag,Zebra,Brown,Purple,,
0001825.png,Desert,DeerStag,Zebra,Brown,Cyan,,
0001826.png,Desert,DeerStag,Zebra,Brown,Gray,,
0001827.png,Desert,DeerStag,Zebra,Purple,Red,,
0001828.png,Desert,DeerStag,Zebra,Purple,Blue,,
0001829.png,Desert,DeerStag,Zebra,Purple,Green,,
0001830.png,Desert,DeerStag,Zebra,Purple,Yellow,,
0001831.png,Desert,DeerStag,Zebra,Purple,Brown,,
0001832.png,Desert,DeerStag,Zebra,Purple,Cyan,,
0001833.png,Desert,DeerStag,Zebra,Purple,Gray,,
0001834.png,Desert,DeerStag,Zebra,Cyan,Red,,
0001835.png,Desert,DeerStag,Zebra,Cyan,Blue,,
0001836.png,Desert,DeerStag,Zebra,Cyan,Green,,
0001837.png,Desert,DeerStag,Zebra,Cyan,Yellow,,
0001838.png,Desert,DeerStag,Zebra,Cyan,Brown,,
0001839.png,Desert,DeerStag,Zebra,Cyan,Purple,,
0001840.png,Desert,DeerStag,Zebra,Cyan,Gray,,
0001841.png,Desert,DeerStag,Zebra,Gray,Red,,
0001842.png,Desert,DeerStag,Zebra,Gray,Blue,,
0001843.png,Desert,DeerStag,Zebra,Gray,Green,,
0001844.png,Desert,DeerStag,Zebra,Gray,Yellow,,
0001845.png,Desert,DeerStag,Zebra,Gray,Brown,,
0001846.png,Desert,DeerStag,Zebra,Gray,Purple,,
0001847.png,Desert,DeerStag,Zebra,Gray,Cyan,,
0001848.png,Desert,DeerDoe,Crow,Red,Blue,,
0001849.png,Desert,DeerDoe,Crow,Red,Green,,
0001850.png,Desert,DeerDoe,Crow,Red,Yellow,,
0001851.png,Desert,DeerDoe,Crow,Red,Brown,,
0001852.png,Desert,DeerDoe,Crow,Red,Purple,,
0001853.png,Desert,DeerDoe,Crow,Red,Cyan,,
0001854.png,Desert,DeerDoe,Crow,Red,Gray,,
0001855.png,Desert,DeerDoe,Crow,Blue,Red,,
0001856.png,Desert,DeerDoe,Crow,Blue,Green,,
0001857.png,Desert,DeerDoe,Crow,Blue,Yellow,,
0001858.png,Desert,DeerDoe,Crow,Blue,Brown,,
0001859.png,Desert,DeerDoe,Crow,Blue,Purple,,
0001860.png,Desert,DeerDoe,Crow,Blue,Cyan,,
0001861.png,Desert,DeerDoe,Crow,Blue,Gray,,
0001862.png,Desert,DeerDoe,Crow,Green,Red,,
0001863.png,Desert,DeerDoe,Crow,Green,Blue,,
0001864.png,Desert,DeerDoe,Crow,Green,Yellow,,
0001865.png,Desert,DeerDoe,Crow,Green,Brown,,
0001866.png,Desert,DeerDoe,Crow,Green,Purple,,
0001867.png,Desert,DeerDoe,Crow,Green,Cyan,,
0001868.png,Desert,DeerDoe,Crow,Green,Gray,,
0001869.png,Desert,DeerDoe,Crow,Yellow,Red,,
0001870.png,Desert,DeerDoe,Crow,Yellow,Blue,,
0001871.png,Desert,DeerDoe,Crow,Yellow,Green,,
0001872.png,Desert,DeerDoe,Crow,Yellow,Brown,,
0001873.png,Desert,DeerDoe,Crow,Yellow,Purple,,
0001874.png,Desert,DeerDoe,Crow,Yellow,Cyan,,
0001875.png,Desert,DeerDoe,Crow,Yellow,Gray,,
0001876.png,Desert,DeerDoe,Crow,Brown,Red,,
0001877.png,Desert,DeerDoe,Crow,Brown,Blue,,
0001878.png,Desert,DeerDoe,Crow,Brown,Green,,
0001879.png,Desert,DeerDoe,Crow,Brown,Yellow,,
0001880.png,Desert,DeerDoe,Crow,Brown,Purple,,
0001881.png,Desert,DeerDoe,Crow,Brown,Cyan,,
0001882.png,Desert,DeerDoe,Crow,Brown,Gray,,
0001883.png,Desert,DeerDoe,Crow,Purple,Red,,
0001884.png,Desert,DeerDoe,Crow,Purple,Blue,,
0001885.png,Desert,DeerDoe,Crow,Purple,Green,,
0001886.png,Desert,DeerDoe,Crow,Purple,Yellow,,
0001887.png,Desert,DeerDoe,Crow,Purple,Brown,,
0001888.png,Desert,DeerDoe,Crow,Purple,Cyan,,
0001889.png,Desert,DeerDoe,Crow,Purple,Gray,,
0001890.png,Desert,DeerDoe,Crow,Cyan,Red,,
0001891.png,Desert,DeerDoe,Crow,Cyan,Blue,,
0001892.png,Desert,DeerDoe,Crow,Cyan,Green,,
0001893.png,Desert,DeerDoe,Crow,Cyan,Yellow,,
0001894.png,Desert,DeerDoe,Crow,Cyan,Brown,,
0001895.png,Desert,DeerDoe,Crow,Cyan,Purple,,
0001896.png,Desert,DeerDoe,Crow,Cyan,Gray,,
0001897.png,Desert,DeerDoe,Crow,Gray,Red,,
0001898.png,Desert,DeerDoe,Crow,Gray,Blue,,
0001899.png,Desert,DeerDoe,Crow,Gray,Green,,
0001900.png,Desert,DeerDoe,Crow,Gray,Yellow,,
0001901.png,Desert,DeerDoe,Crow,Gray,Brown,,
0001902.png,Desert,DeerDoe,Crow,Gray,Purple,,
0001903.png,Desert,DeerDoe,Crow,Gray,Cyan,,
0001904.png,Desert,DeerDoe,Fox,Red,Blue,,
0001905.png,Desert,DeerDoe,Fox,Red,Green,,
0001906.png,Desert,DeerDoe,Fox,Red,Yellow,,
0001907.png,Desert,DeerDoe,Fox,Red,Brown,,
0001908.png,Desert,DeerDoe,Fox,Red,Purple,,
0001909.png,Desert,DeerDoe,Fox,Red,Cyan,,
0001910.png,Desert,DeerDoe,Fox,Red,Gray,,
0001911.png,Desert,DeerDoe,Fox,Blue,Red,,
0001912.png,Desert,DeerDoe,Fox,Blue,Green,,
0001913.png,Desert,DeerDoe,Fox,Blue,Yellow,,
0001914.png,Desert,DeerDoe,Fox,Blue,Brown,,
0001915.png,Desert,DeerDoe,Fox,Blue,Purple,,
0001916.png,Desert,DeerDoe,Fox,Blue,Cyan,,
0001917.png,Desert,DeerDoe,Fox,Blue,Gray,,
0001918.png,Desert,DeerDoe,Fox,Green,Red,,
0001919.png,Desert,DeerDoe,Fox,Green,Blue,,
0001920.png,Desert,DeerDoe,Fox,Green,Yellow,,
0001921.png,Desert,DeerDoe,Fox,Green,Brown,,
0001922.png,Desert,DeerDoe,Fox,Green,Purple,,
0001923.png,Desert,DeerDoe,Fox,Green,Cyan,,
0001924.png,Desert,DeerDoe,Fox,Green,Gray,,
0001925.png,Desert,DeerDoe,Fox,Yellow,Red,,
0001926.png,Desert,DeerDoe,Fox,Yellow,Blue,,
0001927.png,Desert,DeerDoe,Fox,Yellow,Green,,
0001928.png,Desert,DeerDoe,Fox,Yellow,Brown,,
0001929.png,Desert,DeerDoe,Fox,Yellow,Purple,,
0001930.png,Desert,DeerDoe,Fox,Yellow,Cyan,,
0001931.png,Desert,DeerDoe,Fox,Yellow,Gray,,
0001932.png,Desert,DeerDoe,Fox,Brown,Red,,
0001933.png,Desert,DeerDoe,Fox,Brown,Blue,,
0001934.png,Desert,DeerDoe,Fox,Brown,Green,,
0001935.png,Desert,DeerDoe,Fox,Brown,Yellow,,
0001936.png,Desert,DeerDoe,Fox,Brown,Purple,,
0001937.png,Desert,DeerDoe,Fox,Brown,Cyan,,
0001938.png,Desert,DeerDoe,Fox,Brown,Gray,,
0001939.png,Desert,DeerDoe,Fox,Purple,Red,,
0001940.png,Desert,DeerDoe,Fox,Purple,Blue,,
0001941.png,Desert,DeerDoe,Fox,Purple,Green,,
0001942.png,Desert,DeerDoe,Fox,Purple,Yellow,,
0001943.png,Desert,DeerDoe,Fox,Purple,Brown,,
0001944.png,Desert,DeerDoe,Fox,Purple,Cyan,,
0001945.png,Desert,DeerDoe,Fox,Purple,Gray,,
0001946.png,Desert,DeerDoe,Fox,Cyan,Red,,
0001947.png,Desert,DeerDoe,Fox,Cyan,Blue,,
0001948.png,Desert,DeerDoe,Fox,Cyan,Green,,
0001949.png,Desert,DeerDoe,Fox,Cyan,Yellow,,
0001950.png,Desert,DeerDoe,Fox,Cyan,Brown,,
0001951.png,Desert,DeerDoe,Fox,Cyan,Purple,,
0001952.png,Desert,DeerDoe,Fox,Cyan,Gray,,
0001953.png,Desert,DeerDoe,Fox,Gray,Red,,
0001954.png,Desert,DeerDoe,Fox,Gray,Blue,,
0001955.png,Desert,DeerDoe,Fox,Gray,Green,,
0001956.png,Desert,DeerDoe,Fox,Gray,Yellow,,
0001957.png,Desert,DeerDoe,Fox,Gray,Brown,,
0001958.png,Desert,DeerDoe,Fox,Gray,Purple,,
0001959.png,Desert,DeerDoe,Fox,Gray,Cyan,,
0001960.png,Desert,DeerDoe,DeerStag,Red,Blue,,
0001961.png,Desert,DeerDoe,DeerStag,Red,Green,,
0001962.png,Desert,DeerDoe,DeerStag,Red,Yellow,,
0001963.png,Desert,DeerDoe,DeerStag,Red,Brown,,
0001964.png,Desert,DeerDoe,DeerStag,Red,Purple,,
0001965.png,Desert,DeerDoe,DeerStag,Red,Cyan,,
0001966.png,Desert,DeerDoe,DeerStag,Red,Gray,,
0001967.png,Desert,DeerDoe,DeerStag,Blue,Red,,
0001968.png,Desert,DeerDoe,DeerStag,Blue,Green,,
0001969.png,Desert,DeerDoe,DeerStag,Blue,Yellow,,
0001970.png,Desert,DeerDoe,DeerStag,Blue,Brown,,
0001971.png,Desert,DeerDoe,DeerStag,Blue,Purple,,
0001972.png,Desert,DeerDoe,DeerStag,Blue,Cyan,,
0001973.png,Desert,DeerDoe,DeerStag,Blue,Gray,,
0001974.png,Desert,DeerDoe,DeerStag,Green,Red,,
0001975.png,Desert,DeerDoe,DeerStag,Green,Blue,,
0001976.png,Desert,DeerDoe,DeerStag,Green,Yellow,,
0001977.png,Desert,DeerDoe,DeerStag,Green,Brown,,
0001978.png,Desert,DeerDoe,DeerStag,Green,Purple,,
0001979.png,Desert,DeerDoe,DeerStag,Green,Cyan,,
0001980.png,Desert,DeerDoe,DeerStag,Green,Gray,,
0001981.png,Desert,DeerDoe,DeerStag,Yellow,Red,,
0001982.png,Desert,DeerDoe,DeerStag,Yellow,Blue,,
0001983.png,Desert,DeerDoe,DeerStag,Yellow,Green,,
0001984.png,Desert,DeerDoe,DeerStag,Yellow,Brown,,
0001985.png,Desert,DeerDoe,DeerStag,Yellow,Purple,,
0001986.png,Desert,DeerDoe,DeerStag,Yellow,Cyan,,
0001987.png,Desert,DeerDoe,DeerStag,Yellow,Gray,,
0001988.png,Desert,DeerDoe,DeerStag,Brown,Red,,
0001989.png,Desert,DeerDoe,DeerStag,Brown,Blue,,
0001990.png,Desert,DeerDoe,DeerStag,Brown,Green,,
0001991.png,Desert,DeerDoe,DeerStag,Brown,Yellow,,
0001992.png,Desert,DeerDoe,DeerStag,Brown,Purple,,
0001993.png,Desert,DeerDoe,DeerStag,Brown,Cyan,,
0001994.png,Desert,DeerDoe,DeerStag,Brown,Gray,,
0001995.png,Desert,DeerDoe,DeerStag,Purple,Red,,
0001996.png,Desert,DeerDoe,DeerStag,Purple,Blue,,
0001997.png,Desert,DeerDoe,DeerStag,Purple,Green,,
0001998.png,Desert,DeerDoe,DeerStag,Purple,Yellow,,
0001999.png,Desert,DeerDoe,DeerStag,Purple,Brown,,
0002000.png,Desert,DeerDoe,DeerStag,Purple,Cyan,,
0002001.png,Desert,DeerDoe,DeerStag,Purple,Gray,,
0002002.png,Desert,DeerDoe,DeerStag,Cyan,Red,,
0002003.png,Desert,DeerDoe,DeerStag,Cyan,Blue,,
0002004.png,Desert,DeerDoe,DeerStag,Cyan,Green,,
0002005.png,Desert,DeerDoe,DeerStag,Cyan,Yellow,,
0002006.png,Desert,DeerDoe,DeerStag,Cyan,Brown,,
0002007.png,Desert,DeerDoe,DeerStag,Cyan,Purple,,
0002008.png,Desert,DeerDoe,DeerStag,Cyan,Gray,,
0002009.png,Desert,DeerDoe,DeerStag,Gray,Red,,
0002010.png,Desert,DeerDoe,DeerStag,Gray,Blue,,
0002011.png,Desert,DeerDoe,DeerStag,Gray,Green,,
0002012.png,Desert,DeerDoe,DeerStag,Gray,Yellow,,
0002013.png,Desert,DeerDoe,DeerStag,Gray,Brown,,
0002014.png,Desert,DeerDoe,DeerStag,Gray,Purple,,
0002015.png,Desert,DeerDoe,DeerStag,Gray,Cyan,,
0002016.png,Desert,DeerDoe,Wolf,Red,Blue,,
0002017.png,Desert,DeerDoe,Wolf,Red,Green,,
0002018.png,Desert,DeerDoe,Wolf,Red,Yellow,,
0002019.png,Desert,DeerDoe,Wolf,Red,Brown,,
0002020.png,Desert,DeerDoe,Wolf,Red,Purple,,
0002021.png,Desert,DeerDoe,Wolf,Red,Cyan,,
0002022.png,Desert,DeerDoe,Wolf,Red,Gray,,
0002023.png,Desert,DeerDoe,Wolf,Blue,Red,,
0002024.png,Desert,DeerDoe,Wolf,Blue,Green,,
0002025.png,Desert,DeerDoe,Wolf,Blue,Yellow,,
0002026.png,Desert,DeerDoe,Wolf,Blue,Brown,,
0002027.png,Desert,DeerDoe,Wolf,Blue,Purple,,
0002028.png,Desert,DeerDoe,Wolf,Blue,Cyan,,
0002029.png,Desert,DeerDoe,Wolf,Blue,Gray,,
0002030.png,Desert,DeerDoe,Wolf,Green,Red,,
0002031.png,Desert,DeerDoe,Wolf,Green,Blue,,
0002032.png,Desert,DeerDoe,Wolf,Green,Yellow,,
0002033.png,Desert,DeerDoe,Wolf,Green,Brown,,
0002034.png,Desert,DeerDoe,Wolf,Green,Purple,,
0002035.png,Desert,DeerDoe,Wolf,Green,Cyan,,
0002036.png,Desert,DeerDoe,Wolf,Green,Gray,,
0002037.png,Desert,DeerDoe,Wolf,Yellow,Red,,
0002038.png,Desert,DeerDoe,Wolf,Yellow,Blue,,
0002039.png,Desert,DeerDoe,Wolf,Yellow,Green,,
0002040.png,Desert,DeerDoe,Wolf,Yellow,Brown,,
0002041.png,Desert,DeerDoe,Wolf,Yellow,Purple,,
0002042.png,Desert,DeerDoe,Wolf,Yellow,Cyan,,
0002043.png,Desert,DeerDoe,Wolf,Yellow,Gray,,
0002044.png,Desert,DeerDoe,Wolf,Brown,Red,,
0002045.png,Desert,DeerDoe,Wolf,Brown,Blue,,
0002046.png,Desert,DeerDoe,Wolf,Brown,Green,,
0002047.png,Desert,DeerDoe,Wolf,Brown,Yellow,,
0002048.png,Desert,DeerDoe,Wolf,Brown,Purple,,
0002049.png,Desert,DeerDoe,Wolf,Brown,Cyan,,
0002050.png,Desert,DeerDoe,Wolf,Brown,Gray,,
0002051.png,Desert,DeerDoe,Wolf,Purple,Red,,
0002052.png,Desert,DeerDoe,Wolf,Purple,Blue,,
0002053.png,Desert,DeerDoe,Wolf,Purple,Green,,
0002054.png,Desert,DeerDoe,Wolf,Purple,Yellow,,
0002055.png,Desert,DeerDoe,Wolf,Purple,Brown,,
0002056.png,Desert,DeerDoe,Wolf,Purple,Cyan,,
0002057.png,Desert,DeerDoe,Wolf,Purple,Gray,,
0002058.png,Desert,DeerDoe,Wolf,Cyan,Red,,
0002059.png,Desert,DeerDoe,Wolf,Cyan,Blue,,
0002060.png,Desert,DeerDoe,Wolf,Cyan,Green,,
0002061.png,Desert,DeerDoe,Wolf,Cyan,Yellow,,
0002062.png,Desert,DeerDoe,Wolf,Cyan,Brown,,
0002063.png,Desert,DeerDoe,Wolf,Cyan,Purple,,
0002064.png,Desert,DeerDoe,Wolf,Cyan,Gray,,
0002065.png,Desert,DeerDoe,Wolf,Gray,Red,,
0002066.png,Desert,DeerDoe,Wolf,Gray,Blue,,
0002067.png,Desert,DeerDoe,Wolf,Gray,Green,,
0002068.png,Desert,DeerDoe,Wolf,Gray,Yellow,,
0002069.png,Desert,DeerDoe,Wolf,Gray,Brown,,
0002070.png,Desert,DeerDoe,Wolf,Gray,Purple,,
0002071.png,Desert,DeerDoe,Wolf,Gray,Cyan,,
0002072.png,Desert,DeerDoe,Crocodile,Red,Blue,,
0002073.png,Desert,DeerDoe,Crocodile,Red,Green,,
